[flow_timeseries,1.0.0] - (,datetime,site_name,site_nodeuuid,site_internal_id,longitude,latitude,device_kind,flow) 
[flow_timeseries,1.0.0] - (94,2025-08-08 23:30:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,11.1) 
[flow_timeseries,1.0.0] - (95,2025-08-08 23:45:00,inlet_2005,2ff1be8e-116f-11ef-bee7-ecebb886fd8c,672922316_1,-2.515096701771522,51.471364520180025,technolog,9.588889) 
[flow_timeseries,1.0.0] - (96,2025-08-08 00:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.22222222) 
[flow_timeseries,1.0.0] - (97,2025-08-08 00:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.12222223) 
[flow_timeseries,1.0.0] - (98,2025-08-08 00:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.1) 
[flow_timeseries,1.0.0] - (99,2025-08-08 00:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.2) 
[flow_timeseries,1.0.0] - (100,2025-08-08 01:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.11111111) 
[flow_timeseries,1.0.0] - (101,2025-08-08 01:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.11111111) 
[flow_timeseries,1.0.0] - (102,2025-08-08 01:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.12222223) 
[flow_timeseries,1.0.0] - (103,2025-08-08 01:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.12222223) 
[flow_timeseries,1.0.0] - (104,2025-08-08 02:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.1) 
[flow_timeseries,1.0.0] - (105,2025-08-08 02:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.06666667) 
[flow_timeseries,1.0.0] - (106,2025-08-08 02:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.07777778) 
[flow_timeseries,1.0.0] - (107,2025-08-08 02:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.14444445) 
[flow_timeseries,1.0.0] - (108,2025-08-08 03:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.06666667) 
[flow_timeseries,1.0.0] - (109,2025-08-08 03:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.15555556) 
[flow_timeseries,1.0.0] - (110,2025-08-08 03:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.16666667) 
[flow_timeseries,1.0.0] - (111,2025-08-08 03:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.14444445) 
[flow_timeseries,1.0.0] - (112,2025-08-08 04:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.2888889) 
[flow_timeseries,1.0.0] - (113,2025-08-08 04:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.24444446) 
[flow_timeseries,1.0.0] - (114,2025-08-08 04:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.2777778) 
[flow_timeseries,1.0.0] - (115,2025-08-08 04:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.25555557) 
[flow_timeseries,1.0.0] - (116,2025-08-08 05:00:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.37777779) 
[flow_timeseries,1.0.0] - (117,2025-08-08 05:15:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.78888893) 
[flow_timeseries,1.0.0] - (118,2025-08-08 05:30:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.7111111) 
[flow_timeseries,1.0.0] - (119,2025-08-08 05:45:00,wastemeter_2303,3060a4ff-116f-11ef-bee7-ecebb886fd8c,11801871,-2.534063552096261,51.46815055724142,technolog,0.6333334) 
